od,tpep_pickup_datetime,PULocationID,DOLocationID,Ex
117666,34208,236,140,26314
117687,34208,186,230,26314
117710,34208,50,107,26314
117718,34234,141,262,26334
117723,34234,161,237,26334
117727,34234,142,48,26334
117789,34234,234,68,26334
117790,34234,161,142,26334
117800,34234,186,48,26334
117806,34234,230,237,26334
117831,34234,262,263,26334
117832,34234,140,262,26334
117842,34234,239,238,26334
117846,34234,237,50,26334
117854,34234,237,142,26334
117870,34261,236,239,26355
117899,34261,90,236,26355
117925,34261,161,164,26355
117926,34261,161,170,26355
117928,34261,186,233,26355
117947,34261,43,141,26355
117962,34261,236,263,26355
117968,34261,90,170,26355
117977,34261,239,230,26355
117983,34261,237,141,26355
117986,34261,107,230,26355
117997,34261,239,238,26355
117999,34288,237,151,26376
118003,34288,237,90,26376
118006,34288,43,239,26376
118056,34288,161,234,26376
118069,34288,100,262,26376
118105,34288,263,141,26376
118108,34288,162,107,26376
118110,34288,262,50,26376
118118,34288,237,162,26376
118121,34288,230,48,26376
118122,34288,162,263,26376
118123,34288,68,236,26376
118141,34316,229,141,26397
118142,34316,48,239,26397
118155,34316,170,234,26397
118158,34316,107,239,26397
118163,34316,48,238,26397
118197,34316,170,239,26397
118201,34316,142,239,26397
118212,34316,230,186,26397
118226,34316,186,246,26397
118239,34316,141,237,26397
118240,34316,161,236,26397
118276,34316,239,50,26397
118280,34343,162,141,26418
118292,34343,263,233,26418
118311,34343,141,263,26418
118324,34343,237,68,26418
118345,34343,230,142,26418
118349,34343,230,48,26418
118354,34343,100,68,26418
118360,34343,237,236,26418
118376,34343,239,238,26418
118396,34343,142,238,26418
118407,34343,236,141,26418
118416,34343,170,229,26418
118446,34370,48,143,26439
118450,34370,170,137,26439
118474,34370,48,238,26439
118496,34370,237,236,26439
118519,34370,236,237,26439
118526,34370,262,141,26439
118530,34370,100,48,26439
118536,34370,246,68,26439
118538,34370,164,161,26439
118544,34370,236,142,26439
118545,34370,237,161,26439
118547,34370,162,236,26439
118595,34396,141,237,26459
118602,34396,161,170,26459
118604,34396,164,48,26459
118610,34396,229,142,26459
118639,34396,234,107,26459
118649,34396,233,224,26459
118657,34396,234,68,26459
118659,34396,170,233,26459
118666,34396,237,236,26459
118673,34396,43,161,26459
118682,34396,230,68,26459
118690,34396,68,246,26459
118706,34424,161,236,26480
118717,34424,141,230,26480
118723,34424,107,90,26480
118737,34424,107,137,26480
118746,34424,48,140,26480
118752,34424,186,230,26480
118754,34424,161,90,26480
118780,34424,142,236,26480
118781,34424,234,230,26480
118785,34424,142,239,26480
118793,34424,246,48,26480
118814,34451,263,229,26501
118818,34451,137,50,26501
118858,34451,234,161,26501
118859,34451,161,236,26501
118868,34451,162,237,26501
118871,34451,237,263,26501
118877,34451,237,107,26501
118884,34451,90,143,26501
118896,34451,239,238,26501
118916,34451,141,233,26501
118936,34451,107,237,26501
118940,34451,100,137,26501
118952,34478,233,137,26522
118962,34478,75,141,26522
118963,34478,234,68,26522
119004,34478,68,107,26522
119018,34478,238,236,26522
119019,34478,230,246,26522
119027,34478,140,239,26522
119036,34478,170,141,26522
119041,34478,230,161,26522
119043,34478,237,137,26522
119049,34478,68,48,26522
119077,34505,246,262,26543
119088,34505,90,137,26543
119093,34505,140,142,26543
119113,34505,162,164,26543
119126,34505,233,234,26543
119130,34505,238,151,26543
119132,34505,236,141,26543
119153,34505,162,229,26543
119160,34505,161,140,26543
119163,34505,237,170,26543
119172,34505,234,233,26543
119198,34533,238,151,26564
119209,34533,90,107,26564
119216,34533,43,164,26564
119279,34533,170,107,26564
119288,34533,237,263,26564
119295,34533,161,141,26564
119300,34533,48,229,26564
119311,34533,162,237,26564
119314,34533,107,164,26564
119326,34533,68,239,26564
119337,34533,236,237,26564
119342,34533,142,236,26564
119355,34559,237,229,26584
119367,34559,234,170,26584
119374,34559,164,161,26584
119419,34559,68,162,26584
119424,34559,229,239,26584
119425,34559,90,239,26584
119427,34559,68,186,26584
119438,34559,140,236,26584
119462,34559,68,170,26584
119467,34559,161,233,26584
119478,34559,161,239,26584
119479,34559,230,142,26584
119491,34586,230,143,26605
119499,34586,230,161,26605
119500,34586,237,151,26605
119520,34586,234,141,26605
119521,34586,246,170,26605
119524,34586,229,48,26605
119531,34586,246,161,26605
119536,34586,230,229,26605
119541,34586,140,236,26605
119543,34586,90,142,26605
119609,34586,263,236,26605
119620,34613,68,230,26626
119625,34613,229,233,26626
119636,34613,48,141,26626
119653,34613,170,246,26626
119658,34613,170,142,26626
119671,34613,68,234,26626
119676,34613,162,90,26626
119690,34613,90,161,26626
119691,34613,186,234,26626
119710,34613,238,107,26626
119726,34613,107,186,26626
119745,34641,50,48,26647
119747,34641,90,239,26647
119753,34641,68,140,26647
119785,34641,140,237,26647
119796,34641,230,239,26647
119798,34641,162,263,26647
119831,34641,164,233,26647
119833,34641,50,224,26647
119835,34641,161,262,26647
119851,34641,170,75,26647
119866,34641,164,75,26647
119870,34668,237,161,26668
119871,34668,151,238,26668
119889,34668,239,161,26668
119900,34668,234,224,26668
119912,34668,238,186,26668
119933,34668,237,236,26668
119958,34668,68,142,26668
119961,34668,142,48,26668
119962,34668,246,234,26668
119967,34668,161,48,26668
119971,34668,141,107,26668
119995,34695,236,237,26689
120010,34695,151,170,26689
120021,34695,142,263,26689
120028,34695,143,151,26689
120033,34695,90,224,26689
120047,34695,263,141,26689
120057,34695,48,170,26689
120070,34695,142,107,26689
120094,34695,107,229,26689
120101,34695,162,230,26689
120111,34695,186,24,26689
120133,34721,234,137,26709
120142,34721,68,50,26709
120154,34721,143,48,26709
120170,34721,230,90,26709
120189,34721,100,142,26709
120196,34721,142,141,26709
120199,34721,230,237,26709
120209,34721,90,162,26709
120236,34721,233,107,26709
120244,34721,246,186,26709
120246,34721,143,239,26709
120250,34721,230,262,26709
120269,34749,230,48,26730
120288,34749,239,43,26730
120290,34749,48,100,26730
120292,34749,230,143,26730
120302,34749,162,143,26730
120320,34749,230,186,26730
120339,34749,164,236,26730
120341,34749,170,230,26730
120353,34749,162,141,26730
120354,34749,170,164,26730
120363,34749,161,164,26730
120390,34776,90,107,26751
120399,34776,239,151,26751
120405,34776,48,238,26751
120422,34776,90,186,26751
120428,34776,263,141,26751
120457,34776,237,100,26751
120463,34776,164,107,26751
120466,34776,170,107,26751
120468,34776,142,238,26751
120475,34776,140,48,26751
120487,34776,230,263,26751
120514,34776,186,48,26751
120530,34776,230,48,26751
120543,34803,161,230,26772
120559,34803,48,237,26772
120566,34803,237,236,26772
120567,34803,236,238,26772
120572,34803,107,170,26772
120592,34803,162,246,26772
120612,34803,237,151,26772
120615,34803,239,24,26772
120641,34803,170,90,26772
120644,34803,230,140,26772
120654,34803,230,100,26772
120682,34803,164,229,26772
120700,34830,263,141,26793
120707,34830,140,43,26793
120714,34830,107,90,26793
120726,34830,68,75,26793
120729,34830,237,238,26793
120730,34830,262,107,26793
120731,34830,186,164,26793
120767,34830,170,142,26793
120769,34830,234,68,26793
120772,34830,141,161,26793
120798,34830,162,164,26793
120805,34856,161,151,26813
120812,34856,239,236,26813
120819,34856,161,90,26813
120831,34856,142,143,26813
120856,34856,170,137,26813
120868,34856,162,141,26813
120869,34856,237,170,26813
120885,34856,161,186,26813
120900,34856,170,68,26813
120904,34856,234,230,26813
120916,34856,162,263,26813
120923,34884,137,90,26834
120950,34884,107,141,26834
120954,34884,161,262,26834
120966,34884,262,263,26834
120980,34884,90,186,26834
120990,34884,237,143,26834
121009,34884,140,229,26834
121022,34884,237,141,26834
121033,34884,68,236,26834
121034,34884,164,234,26834
121036,34884,263,75,26834
121060,34911,140,236,26855
121064,34911,141,229,26855
121081,34911,233,100,26855
121103,34911,238,143,26855
121109,34911,263,141,26855
121114,34911,142,143,26855
121115,34911,161,229,26855
121121,34911,162,170,26855
121139,34911,164,233,26855
121172,34911,140,236,26855
121176,34911,186,141,26855
121177,34938,161,43,26876
121185,34938,162,246,26876
121187,34938,48,75,26876
121200,34938,162,24,26876
121231,34938,229,237,26876
121245,34938,161,164,26876
121249,34938,68,50,26876
121284,34938,230,233,26876
121287,34938,142,170,26876
121295,34938,170,238,26876
121296,34938,43,236,26876
121306,34966,161,43,26897
121320,34966,48,246,26897
121326,34966,236,238,26897
121343,34966,229,170,26897
121349,34966,229,237,26897
121361,34966,48,170,26897
121375,34966,68,137,26897
121409,34966,237,263,26897
121410,34966,170,238,26897
121411,34966,48,43,26897
121428,34966,234,170,26897
121430,34966,43,151,26897
121454,34993,237,263,26918
121461,34993,141,233,26918
121462,34993,170,186,26918
121465,34993,236,237,26918
121467,34993,224,90,26918
121470,34993,50,230,26918
121495,34993,50,161,26918
121512,34993,230,229,26918
121515,34993,140,142,26918
121539,34993,162,48,26918
121549,34993,162,237,26918
121564,35020,230,229,26939
121574,35020,164,263,26939
121576,35020,90,68,26939
121577,35020,48,143,26939
121595,35020,161,234,26939
121596,35020,161,107,26939
121603,35020,230,100,26939
121644,35020,233,141,26939
121654,35020,162,164,26939
121659,35020,161,236,26939
121668,35020,230,90,26939
121677,35046,230,100,26959
121684,35046,24,142,26959
121694,35046,186,230,26959
121738,35046,186,100,26959
121741,35046,263,75,26959
121750,35046,186,100,26959
121757,35046,48,234,26959
121759,35046,48,236,26959
121769,35046,237,236,26959
121789,35046,237,140,26959
121803,35046,186,68,26959
121805,35046,229,237,26959
121828,35074,143,142,26980
121836,35074,162,263,26980
121843,35074,164,68,26980
121846,35074,236,100,26980
121857,35074,236,237,26980
121882,35074,142,164,26980
121888,35074,164,107,26980
121890,35074,230,162,26980
121896,35074,68,48,26980
121898,35074,236,262,26980
121927,35074,230,236,26980
121948,35101,239,141,27001
121952,35101,233,246,27001
121957,35101,164,142,27001
121978,35101,237,263,27001
122007,35101,161,229,27001
122009,35101,237,162,27001
122020,35101,164,161,27001
122032,35101,100,161,27001
122056,35101,162,263,27001
122082,35101,48,68,27001
122085,35101,234,229,27001
122087,35101,237,236,27001
122089,35101,48,140,27001
122093,35128,141,263,27022
122096,35128,48,246,27022
122105,35128,237,143,27022
122112,35128,90,186,27022
122122,35128,142,140,27022
122125,35128,162,263,27022
122151,35128,246,137,27022
122155,35128,68,234,27022
122158,35128,161,24,27022
122183,35128,162,262,27022
122185,35128,186,140,27022
122191,35128,237,236,27022
122243,35155,161,170,27043
122249,35155,236,238,27043
122250,35155,236,263,27043
122251,35155,48,100,27043
122263,35155,237,263,27043
122270,35155,236,238,27043
122276,35155,230,142,27043
122303,35155,161,107,27043
122305,35155,48,107,27043
122314,35155,229,107,27043
122357,35155,263,234,27043
122359,35155,162,137,27043
122363,35183,161,237,27064
122370,35183,141,137,27064
122395,35183,140,161,27064
122398,35183,161,164,27064
122422,35183,234,186,27064
122427,35183,170,48,27064
122435,35183,186,48,27064
122445,35183,164,50,27064
122459,35183,161,90,27064
122478,35183,90,239,27064
122483,35183,246,170,27064
122504,35183,68,161,27064
122512,35209,140,239,27084
122522,35209,170,107,27084
122552,35209,237,239,27084
122567,35209,236,262,27084
122572,35209,107,141,27084
122578,35209,142,229,27084
122588,35209,246,142,27084
122593,35209,234,262,27084
122606,35209,238,143,27084
122633,35209,43,142,27084
122635,35209,234,164,27084
122661,35236,141,161,27105
122671,35236,170,162,27105
122676,35236,161,143,27105
122683,35236,263,142,27105
122697,35236,170,262,27105
122722,35236,100,246,27105
122724,35236,142,229,27105
122732,35236,162,48,27105
122735,35236,234,186,27105
122741,35236,237,43,27105
122747,35236,43,161,27105
122757,35236,237,107,27105
122799,35263,90,48,27126
122815,35263,161,100,27126
122816,35263,100,170,27126
122821,35263,48,162,27126
122822,35263,229,236,27126
122854,35263,142,68,27126
122859,35263,142,239,27126
122865,35263,140,237,27126
122876,35263,100,239,27126
122877,35263,239,151,27126
122888,35263,161,143,27126
122898,35263,141,107,27126
122936,35291,229,141,27147
122944,35291,142,263,27147
122973,35291,48,43,27147
122977,35291,236,140,27147
122979,35291,186,236,27147
123008,35291,237,142,27147
123013,35291,237,234,27147
123017,35291,233,162,27147
123034,35291,239,186,27147
123038,35291,50,48,27147
123040,35291,164,186,27147
123068,35318,48,246,27168
123096,35318,161,100,27168
123118,35318,137,229,27168
123131,35318,238,233,27168
123133,35318,142,161,27168
123134,35318,161,170,27168
123137,35318,164,233,27168
123148,35318,107,234,27168
123155,35318,48,142,27168
123159,35318,239,238,27168
123171,35318,107,162,27168
123191,35345,107,140,27189
123194,35345,48,50,27189
123208,35345,141,229,27189
123213,35345,107,151,27189
123233,35345,239,143,27189
123252,35345,229,262,27189
123256,35345,239,238,27189
123263,35345,234,246,27189
123287,35345,142,237,27189
123289,35345,161,164,27189
123297,35345,162,143,27189
123309,35371,48,170,27209
123332,35371,162,100,27209
123346,35371,236,263,27209
123350,35371,107,68,27209
123356,35371,142,141,27209
123359,35371,164,50,27209
123362,35371,161,224,27209
123368,35371,161,229,27209
123378,35371,142,233,27209
123398,35371,162,246,27209
123402,35371,234,230,27209
123431,35399,107,141,27230
123437,35399,170,48,27230
123442,35399,170,229,27230
123448,35399,141,143,27230
123475,35399,237,262,27230
123482,35399,161,233,27230
123496,35399,140,142,27230
123497,35399,68,143,27230
123514,35399,162,237,27230
123516,35399,236,142,27230
123541,35399,43,263,27230
123555,35426,170,107,27251
123556,35426,237,236,27251
123557,35426,162,236,27251
123558,35426,140,234,27251
123568,35426,107,48,27251
123573,35426,246,230,27251
123579,35426,237,229,27251
123588,35426,90,230,27251
123593,35426,90,48,27251
123628,35426,236,43,27251
123636,35426,162,143,27251
123701,35453,246,237,27272
123703,35453,170,236,27272
123708,35453,50,68,27272
123729,35453,90,162,27272
123737,35453,246,90,27272
123742,35453,230,186,27272
123744,35453,239,186,27272
123775,35453,68,137,27272
123784,35453,230,229,27272
123791,35453,162,236,27272
123805,35453,236,151,27272
123818,35453,164,161,27272
123826,35480,229,263,27293
123836,35480,239,263,27293
123854,35480,48,162,27293
123859,35480,236,75,27293
123862,35480,151,238,27293
123869,35480,239,140,27293
123896,35480,162,140,27293
123901,35480,162,141,27293
123902,35480,100,50,27293
123920,35480,161,164,27293
123943,35480,100,68,27293
123959,35508,161,100,27314
123967,35508,48,230,27314
123972,35508,170,140,27314
123973,35508,237,170,27314
123974,35508,230,186,27314
124004,35508,161,75,27314
124017,35508,170,263,27314
124019,35508,186,162,27314
124051,35508,137,170,27314
124058,35508,238,143,27314
124062,35508,107,100,27314
124072,35534,161,234,27334
124089,35534,239,24,27334
124092,35534,48,43,27334
124103,35534,233,263,27334
124111,35534,48,229,27334
124130,35534,164,50,27334
124140,35534,68,24,27334
124144,35534,162,170,27334
124159,35534,142,237,27334
124167,35534,230,48,27334
124180,35534,68,50,27334
124211,35561,239,141,27355
124224,35561,237,162,27355
124235,35561,230,164,27355
124249,35561,239,161,27355
124256,35561,186,263,27355
124261,35561,162,236,27355
124267,35561,230,170,27355
124268,35561,142,170,27355
124273,35561,170,161,27355
124277,35561,142,233,27355
124286,35561,141,161,27355
124308,35561,143,24,27355
124328,35588,142,230,27376
124363,35588,48,170,27376
124365,35588,142,230,27376
124393,35588,170,224,27376
124399,35588,230,229,27376
124400,35588,230,75,27376
124417,35588,263,239,27376
124427,35588,68,162,27376
124453,35588,90,170,27376
124456,35588,170,137,27376
124461,35588,140,238,27376
124462,35588,236,141,27376
124470,35616,236,239,27397
124471,35616,237,263,27397
124476,35616,48,186,27397
124482,35616,186,68,27397
124485,35616,142,170,27397
124504,35616,237,151,27397
124513,35616,230,236,27397
124551,35616,142,186,27397
124567,35616,237,236,27397
124574,35616,239,229,27397
124575,35616,143,48,27397
124583,35616,237,236,27397
124606,35643,186,246,27418
124615,35643,68,90,27418
124618,35643,234,90,27418
124629,35643,161,50,27418
124663,35643,140,236,27418
124674,35643,43,236,27418
124686,35643,230,48,27418
124695,35643,236,140,27418
124697,35643,230,229,27418
124714,35643,161,141,27418
124723,35643,237,236,27418
124736,35670,170,90,27439
124742,35670,143,151,27439
124748,35670,137,233,27439
124772,35670,162,170,27439
124773,35670,237,107,27439
124797,35670,141,229,27439
124806,35670,162,137,27439
124836,35670,239,246,27439
124846,35670,239,237,27439
124857,35670,90,186,27439
124868,35670,48,50,27439
124872,35670,100,48,27439
124887,35696,233,100,27459
124902,35696,237,142,27459
124907,35696,90,186,27459
124911,35696,161,164,27459
124913,35696,161,107,27459
124940,35696,50,141,27459
124955,35696,142,162,27459
124968,35696,246,263,27459
124986,35696,170,186,27459
124987,35696,107,186,27459
124995,35696,237,142,27459
125011,35696,140,239,27459
125040,35724,170,229,27480
125044,35724,48,234,27480
125046,35724,263,75,27480
125073,35724,68,246,27480
125074,35724,141,75,27480
125078,35724,161,262,27480
125080,35724,68,238,27480
125091,35724,142,236,27480
125094,35724,262,236,27480
125116,35724,230,143,27480
125118,35724,141,233,27480
125151,35724,239,142,27480
125159,35751,107,142,27501
125176,35751,237,141,27501
125193,35751,162,107,27501
125209,35751,236,170,27501
125211,35751,234,239,27501
125213,35751,186,236,27501
125239,35751,239,48,27501
125241,35751,48,68,27501
125243,35751,48,170,27501
125249,35751,230,170,27501
125268,35751,162,90,27501
125290,35778,142,262,27522
125294,35778,161,236,27522
125312,35778,239,236,27522
125316,35778,237,230,27522
125318,35778,48,24,27522
125351,35778,161,137,27522
125352,35778,186,48,27522
125354,35778,142,140,27522
125358,35778,162,263,27522
125368,35778,170,161,27522
125389,35778,48,263,27522
125415,35805,234,100,27543
125420,35805,239,140,27543
125425,35805,162,68,27543
125429,35805,143,238,27543
125430,35805,90,48,27543
125439,35805,238,236,27543
125469,35805,48,238,27543
125476,35805,142,50,27543
125500,35805,263,142,27543
125522,35805,100,141,27543
125527,35805,140,236,27543
125533,35805,162,170,27543
125567,35805,162,236,27543
125576,35833,142,239,27564
125596,35833,239,161,27564
125603,35833,186,48,27564
125604,35833,162,236,27564
125664,35833,142,75,27564
125665,35833,107,236,27564
125679,35833,161,237,27564
125680,35833,236,151,27564
125681,35833,229,170,27564
125687,35833,237,141,27564
125688,35833,170,262,27564
125697,35859,142,90,27584
125700,35859,186,230,27584
125711,35859,142,236,27584
125723,35859,233,137,27584
125729,35859,164,224,27584
125730,35859,141,263,27584
125734,35859,48,43,27584
125741,35859,107,142,27584
125763,35859,233,230,27584
125765,35859,162,107,27584
125769,35859,186,164,27584
125824,35886,162,43,27605
125830,35886,48,263,27605
125859,35886,237,236,27605
125860,35886,239,238,27605
125888,35886,161,107,27605
125897,35886,142,237,27605
125899,35886,142,162,27605
125901,35886,233,237,27605
125905,35886,143,238,27605
125915,35886,164,48,27605
125933,35913,170,141,27626
125948,35913,263,140,27626
125953,35913,161,234,27626
125955,35913,50,239,27626
125961,35913,161,230,27626
125970,35913,100,170,27626
125973,35913,162,236,27626
125979,35913,162,236,27626
125995,35913,236,229,27626
126003,35913,186,143,27626
126007,35913,142,239,27626
126039,35913,143,238,27626
126060,35941,229,237,27647
126074,35941,230,233,27647
126093,35941,237,236,27647
126102,35941,48,229,27647
126119,35941,162,263,27647
126125,35941,50,161,27647
126130,35941,141,143,27647
126137,35941,237,263,27647
126161,35941,236,142,27647
126165,35941,143,50,27647
126170,35941,141,142,27647
126187,35941,107,164,27647
126209,35968,237,161,27668
126226,35968,237,263,27668
126260,35968,246,234,27668
126270,35968,100,239,27668
126279,35968,263,236,27668
126282,35968,246,68,27668
126285,35968,236,151,27668
126287,35968,230,164,27668
126288,35968,246,100,27668
126289,35968,161,170,27668
126306,35968,162,164,27668
126323,35968,239,142,27668
126327,35995,143,141,27689
126345,35995,141,107,27689
126358,35995,100,263,27689
126359,35995,107,170,27689
126366,35995,170,186,27689
126367,35995,43,238,27689
126395,35995,234,230,27689
126397,35995,100,141,27689
126418,35995,68,143,27689
126427,35995,233,151,27689
126442,35995,239,233,27689
126452,36021,43,68,27709
126458,36021,48,229,27709
126461,36021,137,170,27709
126491,36021,141,230,27709
126499,36021,161,140,27709
126504,36021,246,263,27709
126510,36021,50,141,27709
126535,36021,48,246,27709
126546,36021,43,238,27709
126548,36021,230,137,27709
126572,36021,170,237,27709
126591,36049,236,140,27730
126599,36049,230,186,27730
126602,36049,161,234,27730
126621,36049,137,233,27730
126623,36049,151,48,27730
126636,36049,162,236,27730
126637,36049,161,234,27730
126667,36049,48,164,27730
126675,36049,246,142,27730
126683,36049,162,262,27730
126688,36049,230,186,27730
126711,36076,236,238,27751
126735,36076,239,238,27751
126751,36076,161,24,27751
126756,36076,237,186,27751
126762,36076,24,48,27751
126772,36076,170,161,27751
126776,36076,230,162,27751
126779,36076,161,68,27751
126786,36076,233,234,27751
126792,36076,237,263,27751
126804,36076,234,230,27751
126817,36103,162,137,27772
126823,36103,162,164,27772
126827,36103,236,75,27772
126829,36103,229,24,27772
126833,36103,68,140,27772
126838,36103,170,48,27772
126849,36103,239,140,27772
126874,36103,234,143,27772
126896,36103,100,233,27772
126912,36103,239,140,27772
126921,36103,234,142,27772
126980,36130,48,238,27793
126984,36130,236,143,27793
126991,36130,142,239,27793
126992,36130,186,238,27793
127002,36130,142,140,27793
127004,36130,100,237,27793
127028,36130,234,164,27793
127029,36130,161,107,27793
127032,36130,107,234,27793
127033,36130,142,246,27793
127037,36130,234,236,27793
127054,36158,186,229,27814
127062,36158,162,68,27814
127096,36158,237,141,27814
127102,36158,43,142,27814
127104,36158,161,50,27814
127109,36158,43,239,27814
127113,36158,68,140,27814
127117,36158,238,236,27814
127122,36158,48,233,27814
127149,36158,170,186,27814
127159,36184,238,140,27834
127166,36184,140,237,27834
127171,36184,161,164,27834
127174,36184,90,186,27834
127175,36184,186,230,27834
127187,36184,141,229,27834
127190,36184,162,142,27834
127233,36184,164,237,27834
127238,36184,68,238,27834
127242,36184,48,141,27834
127258,36184,164,141,27834
127278,36211,186,107,27855
127286,36211,162,143,27855
127296,36211,161,48,27855
127300,36211,230,234,27855
127311,36211,48,142,27855
127328,36211,239,141,27855
127342,36211,161,75,27855
127348,36211,262,233,27855
127358,36211,48,170,27855
127367,36211,237,236,27855
127376,36211,186,75,27855
127398,36238,237,236,27876
127411,36238,237,141,27876
127441,36238,238,107,27876
127448,36238,161,142,27876
127458,36238,237,43,27876
127461,36238,186,164,27876
127488,36238,239,143,27876
127490,36238,161,170,27876
127493,36238,107,262,27876
127495,36238,140,229,27876
127500,36238,151,107,27876
127514,36266,142,230,27897
127529,36266,239,233,27897
127537,36266,230,137,27897
127551,36266,229,263,27897
127559,36266,229,234,27897
127562,36266,162,237,27897
127573,36266,186,140,27897
127578,36266,230,68,27897
127583,36266,161,141,27897
127602,36266,237,262,27897
127622,36266,236,141,27897
127646,36293,237,238,27918
127647,36293,170,230,27918
127652,36293,161,170,27918
127677,36293,164,237,27918
127678,36293,233,100,27918
127682,36293,239,164,27918
127705,36293,237,141,27918
127710,36293,229,263,27918
127711,36293,24,238,27918
127713,36293,161,48,27918
127738,36293,162,90,27918
127772,36320,142,230,27939
127786,36320,48,107,27939
127798,36320,100,238,27939
127815,36320,236,229,27939
127816,36320,48,143,27939
127818,36320,229,170,27939
127821,36320,161,246,27939
127831,36320,48,230,27939
127847,36320,164,234,27939
127852,36320,170,162,27939
127859,36346,140,141,27959
127862,36346,48,238,27959
127868,36346,162,237,27959
127872,36346,170,141,27959
127882,36346,234,239,27959
127901,36346,107,50,27959
127907,36346,229,43,27959
127911,36346,229,224,27959
127913,36346,230,68,27959
127956,36346,48,143,27959
127967,36346,238,143,27959
127978,36374,164,143,27980
127994,36374,224,170,27980
128013,36374,237,170,27980
128022,36374,48,90,27980
128028,36374,237,107,27980
128031,36374,239,162,27980
128042,36374,170,246,27980
128048,36374,141,143,27980
128064,36374,107,68,27980
128067,36374,234,90,27980
128069,36374,161,141,27980
128084,36401,233,237,28001
128093,36401,161,137,28001
128113,36401,236,263,28001
128120,36401,238,151,28001
128132,36401,170,239,28001
128148,36401,236,75,28001
128165,36401,161,107,28001
128167,36401,90,137,28001
128169,36401,238,142,28001
128175,36401,230,100,28001
128187,36428,141,48,28022
128193,36428,234,237,28022
128202,36428,164,107,28022
128203,36428,162,50,28022
128204,36428,48,24,28022
128233,36428,164,142,28022
128235,36428,229,107,28022
128236,36428,161,230,28022
128241,36428,68,48,28022
128253,36428,48,162,28022
128283,36455,229,238,28043
128303,36455,140,68,28043
128331,36455,237,229,28043
128341,36455,68,90,28043
128348,36455,229,100,28043
128368,36455,234,237,28043
128371,36455,237,43,28043
128375,36455,43,100,28043
128380,36455,230,237,28043
128390,36455,68,100,28043
128404,36483,161,237,28064
128420,36483,142,50,28064
128441,36483,233,263,28064
128443,36483,90,151,28064
128450,36483,68,234,28064
128453,36483,107,239,28064
128459,36483,143,236,28064
128466,36483,237,142,28064
128467,36483,161,90,28064
128474,36483,48,90,28064
128485,36483,162,237,28064
128509,36509,230,170,28084
128517,36509,48,142,28084
128523,36509,237,229,28084
128553,36509,162,237,28084
128559,36509,234,170,28084
128567,36509,234,100,28084
128570,36509,107,237,28084
128583,36509,68,48,28084
128584,36509,107,100,28084
128616,36509,170,107,28084
128620,36509,141,48,28084
128645,36536,229,90,28105
128649,36536,263,141,28105
128653,36536,142,230,28105
128672,36536,161,162,28105
128674,36536,234,224,28105
128697,36536,236,186,28105
128705,36536,234,263,28105
128711,36536,164,186,28105
128721,36536,68,100,28105
128730,36536,164,237,28105
128734,36536,262,141,28105
128753,36563,161,234,28126
128755,36563,75,224,28126
128756,36563,161,229,28126
128768,36563,230,141,28126
128769,36563,239,151,28126
128775,36563,48,229,28126
128779,36563,68,48,28126
128780,36563,162,230,28126
128787,36563,230,239,28126
128841,36563,162,234,28126
128844,36563,140,75,28126
128874,36591,230,48,28147
128876,36591,141,100,28147
128898,36591,236,239,28147
128900,36591,186,230,28147
128915,36591,68,143,28147
128952,36591,238,236,28147
128953,36591,162,236,28147
128954,36591,161,170,28147
128957,36591,239,262,28147
128969,36591,230,43,28147
128975,36618,263,239,28168
128976,36618,68,48,28168
128996,36618,141,229,28168
129009,36618,237,143,28168
129019,36618,234,68,28168
129044,36618,107,262,28168
129048,36618,141,262,28168
129056,36618,141,229,28168
129073,36618,246,239,28168
129075,36618,162,141,28168
129081,36645,186,68,28189
129082,36645,48,141,28189
129086,36645,229,263,28189
129088,36645,236,75,28189
129098,36645,162,236,28189
129106,36645,230,224,28189
129143,36645,142,236,28189
129152,36645,233,107,28189
129172,36645,143,230,28189
129180,36645,237,229,28189
129191,36671,48,50,28209
129220,36671,234,68,28209
129234,36671,239,236,28209
129239,36671,151,239,28209
129255,36671,68,239,28209
129266,36671,161,236,28209
129272,36671,107,137,28209
129275,36671,90,236,28209
129292,36671,230,141,28209
129293,36671,230,237,28209
129299,36699,237,186,28230
129330,36699,186,164,28230
129334,36699,230,236,28230
129342,36699,230,90,28230
129345,36699,107,230,28230
129352,36699,161,233,28230
129354,36699,161,246,28230
129377,36699,107,141,28230
129378,36699,170,224,28230
129389,36726,230,161,28251
129390,36726,161,50,28251
129403,36726,142,239,28251
129423,36726,68,246,28251
129446,36726,161,48,28251
129450,36726,68,107,28251
129454,36726,90,48,28251
129458,36726,162,239,28251
129464,36726,230,140,28251
129466,36726,107,233,28251
129497,36726,164,237,28251
129529,36753,230,162,28272
129536,36753,170,229,28272
129537,36753,68,107,28272
129551,36753,162,100,28272
129553,36753,100,230,28272
129572,36753,161,107,28272
129573,36753,239,236,28272
129575,36753,68,48,28272
129581,36753,162,107,28272
129587,36753,186,48,28272
129603,36780,142,237,28293
129620,36780,230,48,28293
129634,36780,229,151,28293
129642,36780,90,262,28293
129658,36780,230,237,28293
129659,36780,161,68,28293
129663,36780,234,236,28293
129672,36780,142,50,28293
129694,36780,237,229,28293
129700,36780,164,170,28293
129711,36780,162,233,28293
129717,36808,186,262,28314
129720,36808,140,229,28314
129742,36808,170,161,28314
129748,36808,234,68,28314
